name,category,city,address,phone,website,rating,reviews,maps_url,scraped_at,email
ROASTOWN-Global Cuisine Restaurant,restaurant,Thrissur,"Aristo Road, Mission Quarters Rd, East Fort, Thrissur, Kerala 680006",080860 78390,https://roastownglobal.com/,4.3,,"https://www.google.com/maps/place/ROASTOWN-Global+Cuisine+Restaurant/@10.512675,76.1912055,14z/data=!4m10!1m2!2m1!1srestaurant+in+Thrissur,+Kerala!3m6!1s0x3ba7ef1b2d7d6205:0x8f56e2403e603ee4!8m2!3d10.512675!4d76.2272544!15sCh5yZXN0YXVyYW50IGluIFRocmlzc3VyLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiB0aHJpc3N1ciBrZXJhbGGSARZjb250aW5lbnRhbF9yZXN0YXVyYW504AEA!16s%2Fg%2F11h_v2xv3d?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:34,
Alibaba & 41 Dishes - Thrissur,restaurant,Thrissur,"No 331, Ground Floor, Manappuram Building, Kuruppam Rd, Marar Road Area, Thrissur, Kerala 680001",096333 31777,http://www.alibaba41dishes.com/,4.2,,"https://www.google.com/maps/place/Alibaba+%26+41+Dishes+-+Thrissur/@10.512675,76.1912055,14z/data=!4m10!1m2!2m1!1srestaurant+in+Thrissur,+Kerala!3m6!1s0x3ba7ee47c79387b1:0x848510cde686253a!8m2!3d10.5198899!4d76.211775!15sCh5yZXN0YXVyYW50IGluIFRocmlzc3VyLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiB0aHJpc3N1ciBrZXJhbGGSARFrZXJhbGFfcmVzdGF1cmFudOABAA!16s%2Fg%2F11btwt1f3d?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:34,
Wok Street Global Restaurant Thrissur,restaurant,Thrissur,"St Thomas College Rd, East Fort, Pallikkulam, Thrissur, Kerala 680005",092072 21111,http://www.wokstreetrestaurant.com/,4.3,,"https://www.google.com/maps/place/Wok+Street+Global+Restaurant+Thrissur/@10.512675,76.1912055,14z/data=!4m10!1m2!2m1!1srestaurant+in+Thrissur,+Kerala!3m6!1s0x3ba7ef6f7eaf619b:0x6e3da2b1b821bfa!8m2!3d10.5231355!4d76.2240641!15sCh5yZXN0YXVyYW50IGluIFRocmlzc3VyLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiB0aHJpc3N1ciBrZXJhbGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11yv8349fb?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:34,
Thomson's Casa,restaurant,Thrissur,"Ikkanda Warrior Rd, East Fort, Pillakad, Thrissur, Kerala 680005",077361 23456,http://www.thomsonscasa.in/,4.2,,"https://www.google.com/maps/place/Thomson's+Casa/@10.512675,76.1912055,14z/data=!4m10!1m2!2m1!1srestaurant+in+Thrissur,+Kerala!3m6!1s0x3ba7ef88b15ff21f:0xa8d9a1903c6873c3!8m2!3d10.5212642!4d76.2242503!15sCh5yZXN0YXVyYW50IGluIFRocmlzc3VyLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiB0aHJpc3N1ciBrZXJhbGGSARFrZXJhbGFfcmVzdGF1cmFudOABAA!16s%2Fg%2F11r4m04wwp?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:34,
alankar restaurant ( East Fort ),restaurant,Thrissur,"St Thomas College Rd, East Fort, Keerankulangara, Thrissur, Kerala 680001",097454 22294,,4.7,,"https://www.google.com/maps/place/alankar+restaurant+(+East+Fort+)/@10.512675,76.1912055,14z/data=!4m10!1m2!2m1!1srestaurant+in+Thrissur,+Kerala!3m6!1s0x3ba7ef08c8ddf3b1:0x6310975fbd0afd6d!8m2!3d10.5233202!4d76.2230571!15sCh5yZXN0YXVyYW50IGluIFRocmlzc3VyLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiB0aHJpc3N1ciBrZXJhbGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11xcjnntfc?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:34,
HOTEL BHARATH (PURE VEG),restaurant,Thrissur,"Chembottil Ln, Kuruppam, Round South, Thrissur, Kerala 680001",0487 242 1720,https://www.hotelbharathtcr.com/,4.4,,"https://www.google.com/maps/place/HOTEL+BHARATH+(PURE+VEG)/@10.512675,76.1912055,14z/data=!4m10!1m2!2m1!1srestaurant+in+Thrissur,+Kerala!3m6!1s0x3ba7ef5f84f32169:0x9ad71fe8edd9f01e!8m2!3d10.5214838!4d76.213911!15sCh5yZXN0YXVyYW50IGluIFRocmlzc3VyLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiB0aHJpc3N1ciBrZXJhbGGSARV2ZWdldGFyaWFuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11f6ct9jz2?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:34,
Hotel Akshaya,restaurant,Thrissur,"High Rd, South Bazar, Erinjery Angady, Pallikkulam, Thrissur, Kerala 680001",095394 46666,http://www.hotelakshayathrissur.com/,4.0,,"https://www.google.com/maps/place/Hotel+Akshaya/@10.512675,76.1912055,14z/data=!4m10!1m2!2m1!1srestaurant+in+Thrissur,+Kerala!3m6!1s0x3ba7ee49b03ee953:0x1b9245374035f51d!8m2!3d10.5197369!4d76.2167501!15sCh5yZXN0YXVyYW50IGluIFRocmlzc3VyLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiB0aHJpc3N1ciBrZXJhbGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F12637tltf?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:34,
Al Taza - Thrissur,restaurant,Thrissur,"TC 6, 242/2, RC Bishop House Rd, East Fort, Kizhakkumpattukara, Thrissur, Kerala 680005",075111 73333,https://al-taza.com/,4.6,,"https://www.google.com/maps/place/Al+Taza+-+Thrissur/@10.512675,76.1912055,14z/data=!4m10!1m2!2m1!1srestaurant+in+Thrissur,+Kerala!3m6!1s0x3ba7ef819a903af5:0x9ffa96fdffcf5b4e!8m2!3d10.5247441!4d76.226109!15sCh5yZXN0YXVyYW50IGluIFRocmlzc3VyLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiB0aHJpc3N1ciBrZXJhbGGSARNzaGF3YXJtYV9yZXN0YXVyYW504AEA!16s%2Fg%2F11vjyfsjdk?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:34,
Corniche Resto,restaurant,Thrissur,"Ground Floor, G6FC+5PR, No.194, Junction, Fathima Nagar, East Fort, Keerankulangara, Thrissur, Kerala 680005",081973 38448,,4.1,,"https://www.google.com/maps/place/Corniche+Resto/@10.512675,76.1912055,14z/data=!4m10!1m2!2m1!1srestaurant+in+Thrissur,+Kerala!3m6!1s0x3ba7ee4b82e2ec8b:0xf4297548dcd21171!8m2!3d10.5183994!4d76.2257859!15sCh5yZXN0YXVyYW50IGluIFRocmlzc3VyLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiB0aHJpc3N1ciBrZXJhbGGSARJpdGFsaWFuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11f15hk64s?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:34,
Madurai Vegetarian,restaurant,Thrissur,"Thrissur - Shornur Rd, Peringavu, Thrissur, Kerala 680022",090723 45653,https://instagram.com/madurai_vegetarian?utm_medium=copy_link,4.0,,"https://www.google.com/maps/place/Madurai+Vegetarian/@10.5440262,76.1772804,14z/data=!4m10!1m2!2m1!1srestaurant+in+Thrissur,+Kerala!3m6!1s0x3ba7eef9dfbe73a3:0xcd0616042dcd532b!8m2!3d10.5440262!4d76.2133293!15sCh5yZXN0YXVyYW50IGluIFRocmlzc3VyLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiB0aHJpc3N1ciBrZXJhbGGSARV2ZWdldGFyaWFuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11bwq6xzyn?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:34,
Grill N Chill Thrissur,restaurant,Thrissur,"Thrissur - Palghat Rd, Fathima Nagar, Mahatma Nagar, Kizhakkumpattukara, Thrissur, Kerala 680005",080750 74447,http://www.grillnchill.co.in/,4.2,,"https://www.google.com/maps/place/Grill+N+Chill+Thrissur/@10.5440262,76.1772804,14z/data=!4m10!1m2!2m1!1srestaurant+in+Thrissur,+Kerala!3m6!1s0x3ba7efb2a6351071:0x5ecc1ff0983cb39d!8m2!3d10.5222756!4d76.2271039!15sCh5yZXN0YXVyYW50IGluIFRocmlzc3VyLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiB0aHJpc3N1ciBrZXJhbGGSARRoYW1idXJnZXJfcmVzdGF1cmFudOABAA!16s%2Fg%2F11spwc4grc?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:34,
Kaizen Diners ( Vegetarian Restaurant ),restaurant,Thrissur,"Bus Stop, Sankarayya Rd, near Kerala Varma College, Sreenagar Colony, Thrissur, Kerala 680004",085906 01400,https://kaizendiners.com/,4.2,,"https://www.google.com/maps/place/Kaizen+Diners+(+Vegetarian+Restaurant+)/@10.5440262,76.1772804,14z/data=!4m10!1m2!2m1!1srestaurant+in+Thrissur,+Kerala!3m6!1s0x3ba7ef9d6dcd4a75:0x2be642d8750dd030!8m2!3d10.5272402!4d76.2023343!15sCh5yZXN0YXVyYW50IGluIFRocmlzc3VyLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiB0aHJpc3N1ciBrZXJhbGGSARV2ZWdldGFyaWFuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11q3vpbj3c?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:34,
Bombay Cuisine,restaurant,Thrissur,"Civil Lines Rd, West Fort, Asvary Nagar, Sreenagar Colony, Thrissur, Kerala 680004",081296 16999,,4.2,,"https://www.google.com/maps/place/Bombay+Cuisine/@10.5440262,76.1772804,14z/data=!4m10!1m2!2m1!1srestaurant+in+Thrissur,+Kerala!3m6!1s0x3ba7ef0085d140e5:0x78337d24fb67ad2d!8m2!3d10.5221208!4d76.199756!15sCh5yZXN0YXVyYW50IGluIFRocmlzc3VyLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiB0aHJpc3N1ciBrZXJhbGGSARV2ZWdldGFyaWFuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11pf69tl8b?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:34,
Kanary Restaurant,restaurant,Thrissur,"Brahmaswom Madam Building, MG Road, Marar Road Area, Thekkinkadu Maidan, Thrissur, Kerala 680001",070456 71111,,4.1,,"https://www.google.com/maps/place/Kanary+Restaurant/@10.5440262,76.1772804,14z/data=!4m10!1m2!2m1!1srestaurant+in+Thrissur,+Kerala!3m6!1s0x3ba7efdea711f98f:0xfe8a176c35b5625!8m2!3d10.5236008!4d76.210022!15sCh5yZXN0YXVyYW50IGluIFRocmlzc3VyLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiB0aHJpc3N1ciBrZXJhbGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11p793s2xs?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:34,
C'sons RepEat,restaurant,Thrissur,"MM Tower, Aristo Rd, near Jubilee Mission Hospital, Fathima Nagar, East Fort, Thrissur, Kerala 680005",0487 242 5995,https://www.instagram.com/csons_thrissur,4.1,,"https://www.google.com/maps/place/C'sons+RepEat/@10.5440262,76.1772804,14z/data=!4m10!1m2!2m1!1srestaurant+in+Thrissur,+Kerala!3m6!1s0x3ba7efb54436a17f:0x78cbb85044e7a964!8m2!3d10.51881!4d76.2255634!15sCh5yZXN0YXVyYW50IGluIFRocmlzc3VyLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiB0aHJpc3N1ciBrZXJhbGGSARdub3J0aF9pbmRpYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11bx1h1r1f?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:34,
Just Loaf,restaurant,Thrissur,"3rd Floor, Sitaram Tejal Nate Mall, Ashwini Jn, Vasanth Nagar, Patturaikkal, Thrissur, Kerala 680022",077000 67770,http://www.justloaf.in/,4.5,,"https://www.google.com/maps/place/Just+Loaf/@10.5440262,76.1772804,14z/data=!4m10!1m2!2m1!1srestaurant+in+Thrissur,+Kerala!3m6!1s0x3ba7ef4075909eed:0x55d720083404d10c!8m2!3d10.5357152!4d76.2146885!15sCh5yZXN0YXVyYW50IGluIFRocmlzc3VyLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiB0aHJpc3N1ciBrZXJhbGGSARNhbWVyaWNhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11krfl9f8n?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:34,
N M R'S UPTOWN,restaurant,Palakkad,"Coimbatore Rd, near BharathMatha HSS, Sahyadri Colony, Chandranagar Colony, Palakkad, Kerala 678007",096055 70005,https://nmrbiriyani.com/,4.2,,"https://www.google.com/maps/place/N+M+R'S+UPTOWN/@10.7881506,76.7281197,12z/data=!4m10!1m2!2m1!1srestaurant+in+Palakkad,+Kerala!3m6!1s0x3ba86d7854e9e327:0x4d83a1ecb2e41a73!8m2!3d10.7728261!4d76.6749921!15sCh5yZXN0YXVyYW50IGluIFBhbGFra2FkLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiBwYWxha2thZCBrZXJhbGGSARJiaXJ5YW5pX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11fmx30tjr?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:35,
Mazali Vox Restaurant,restaurant,Palakkad,"Vox Junction, Calicut Byepass Road, Link Road, Jn, Puthur, Palakkad, Kerala 678010",075599 75375,,4.5,,"https://www.google.com/maps/place/Mazali+Vox+Restaurant/@10.7728261,76.5307965,12z/data=!4m10!1m2!2m1!1srestaurant+in+Palakkad,+Kerala!3m6!1s0x3ba86d3ca99753d5:0xe6c36be5e716ad45!8m2!3d10.7851597!4d76.6562941!15sCh5yZXN0YXVyYW50IGluIFBhbGFra2FkLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiBwYWxha2thZCBrZXJhbGGSARdzb3V0aF9pbmRpYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11jvg39vpb?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:35,
Noorjehan Open Grill Restaurant,restaurant,Palakkad,"junction, Kozhikode - Palakkad Hwy, Ramanathapuram Gramam, Manali, Palakkad, Kerala 678001",080787 20000,,3.6,,"https://www.google.com/maps/place/Noorjehan+Open+Grill+Restaurant/@10.7728261,76.5307965,12z/data=!4m10!1m2!2m1!1srestaurant+in+Palakkad,+Kerala!3m6!1s0x3ba86de7cae4c16b:0x959bea7cb93bc6b!8m2!3d10.7782058!4d76.6678533!15sCh5yZXN0YXVyYW50IGluIFBhbGFra2FkLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiBwYWxha2thZCBrZXJhbGGSARBhc2lhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11b7lm75sw?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:35,
Social Kitchen - Taste of UDUPI,restaurant,Palakkad,"QJCM+CV2, near kanikamatha convent, Pallippuram, Palakkad, Kerala 678006",,,4.3,,"https://www.google.com/maps/place/Social+Kitchen+-+Taste+of+UDUPI/@10.7728261,76.5307965,12z/data=!4m10!1m2!2m1!1srestaurant+in+Palakkad,+Kerala!3m6!1s0x3ba86df752fc24dd:0x335fcd54e0ae59d7!8m2!3d10.7710132!4d76.6346437!15sCh5yZXN0YXVyYW50IGluIFBhbGFra2FkLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiBwYWxha2thZCBrZXJhbGGSARV2ZWdldGFyaWFuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11t4_mfx6k?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:35,
The Rice Bowl Restaurant,restaurant,Palakkad,"NH 47, Salem - Kochi Hwy, Walayar, Pudussery East, Kerala 678624",097463 06133,https://malabarrestaurant.co.in/index.html,4.2,,"https://www.google.com/maps/place/The+Rice+Bowl+Restaurant/@10.8261821,76.6774001,12z/data=!4m10!1m2!2m1!1srestaurant+in+Palakkad,+Kerala!3m6!1s0x3ba869d43fda3071:0xca22bc124cf1d8fb!8m2!3d10.8261821!4d76.8215957!15sCh5yZXN0YXVyYW50IGluIFBhbGFra2FkLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiBwYWxha2thZCBrZXJhbGGSAQ9hcmFiX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11c53rr3q8?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:35,
D9 By Monarch,restaurant,Palakkad,"QM22+679, Tippusulthan Nagar, Haritha Nagar, West Yakkara, Palakkad, Kerala 678001",096050 43000,http://dninepalakkad.com/,4.1,,"https://www.google.com/maps/place/D9+By+Monarch/@10.7501192,76.5070305,12z/data=!4m10!1m2!2m1!1srestaurant+in+Palakkad,+Kerala!3m6!1s0x3ba86d5e088a04ff:0x919bc2c5255f491d!8m2!3d10.7501192!4d76.6512261!15sCh5yZXN0YXVyYW50IGluIFBhbGFra2FkLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiBwYWxha2thZCBrZXJhbGGSARdzb3V0aF9pbmRpYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11swdmnht4?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:35,
Aadhi Bhavan - Pure Vegetarian Restaurant,restaurant,Palakkad,"Adhibhavan Restaurant, Doha Brothers Centre, Stadium Bypass Rd, DBC, Palakkad, Kerala 678001",0491 250 1955,https://aadhibhavan.com/,3.9,,"https://www.google.com/maps/place/Aadhi+Bhavan+-+Pure+Vegetarian+Restaurant/@10.7501192,76.5070305,12z/data=!4m10!1m2!2m1!1srestaurant+in+Palakkad,+Kerala!3m6!1s0x3ba86dcd5649ced9:0xb2ca965217fad543!8m2!3d10.7677801!4d76.6606319!15sCh5yZXN0YXVyYW50IGluIFBhbGFra2FkLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiBwYWxha2thZCBrZXJhbGGSARV2ZWdldGFyaWFuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11rq3zxnfp?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:35,
Hasi’s Kitchen,restaurant,Palakkad,"10/243, PC Tower, College Rd, Tharekkad, Palakkad, Kerala 678001",081119 91415,,3.9,,"https://www.google.com/maps/place/Hasi%E2%80%99s+Kitchen/@10.7501192,76.5070305,12z/data=!4m10!1m2!2m1!1srestaurant+in+Palakkad,+Kerala!3m6!1s0x3ba86de28f215193:0xb30402791ee3213f!8m2!3d10.778413!4d76.655292!15sCh5yZXN0YXVyYW50IGluIFBhbGFra2FkLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiBwYWxha2thZCBrZXJhbGGSARFrZXJhbGFfcmVzdGF1cmFudOABAA!16s%2Fg%2F11fzfbslzn?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:35,
Heaven Dine,restaurant,Palakkad,"Krishna Towers Calicut By Pass, 20/161/13, Kozhikode - Palakkad Hwy, Kalvakulam, Manali, Palakkad, Kerala 678001",096050 14330,,4.0,,"https://www.google.com/maps/place/Heaven+Dine/@10.7501192,76.5070305,12z/data=!4m10!1m2!2m1!1srestaurant+in+Palakkad,+Kerala!3m6!1s0x3ba86d306af5b55f:0x8571efc98ccaec21!8m2!3d10.7776624!4d76.6671849!15sCh5yZXN0YXVyYW50IGluIFBhbGFra2FkLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiBwYWxha2thZCBrZXJhbGGSARJiaXJ5YW5pX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11tn4bh08f?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:35,
Nahdi Kuzhimandhi,restaurant,Palakkad,"VH Rd, opposite Veterinary Hospital, Parakkunnam, Palakkad, Kerala 678001",085940 90959,https://www.nahdimandi.com/,4.2,,"https://www.google.com/maps/place/Nahdi+Kuzhimandhi/@10.7501192,76.5070305,12z/data=!4m10!1m2!2m1!1srestaurant+in+Palakkad,+Kerala!3m6!1s0x3ba86ddbf99eb50d:0x7919213400fda114!8m2!3d10.7785709!4d76.6529353!15sCh5yZXN0YXVyYW50IGluIFBhbGFra2FkLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiBwYWxha2thZCBrZXJhbGGSAQ9hcmFiX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11pzfj9twd?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:35,
NMR Biriyani House Family Restaurant,restaurant,Palakkad,"19, Coimbatore Rd, Sheshadri Nagar, Koppam, Palakkad, Kerala 678001",093872 82540,https://nmrbiriyani.com/,4.0,,"https://www.google.com/maps/place/NMR+Biriyani+House+Family+Restaurant/@10.7501192,76.5070305,12z/data=!4m10!1m2!2m1!1srestaurant+in+Palakkad,+Kerala!3m6!1s0x3ba86de738865e31:0xa624f73e7ba48ddd!8m2!3d10.7733894!4d76.6630605!15sCh5yZXN0YXVyYW50IGluIFBhbGFra2FkLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiBwYWxha2thZCBrZXJhbGGSARJiaXJ5YW5pX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11c0rn3fgn?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:35,
NMR Biriyani House,restaurant,Palakkad,"39/648, Harikkara Street, Santhi Nagar, Sultanpet, Palakkad, Kerala 678001",098477 70853,http://www.nmrbiriyani.com/,4.2,,"https://www.google.com/maps/place/NMR+Biriyani+House/@10.7501192,76.5070305,12z/data=!4m10!1m2!2m1!1srestaurant+in+Palakkad,+Kerala!3m6!1s0x3ba86de4fdc2b6d7:0x8b9d238638f996cc!8m2!3d10.7711578!4d76.6552685!15sCh5yZXN0YXVyYW50IGluIFBhbGFra2FkLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiBwYWxha2thZCBrZXJhbGGSARJiaXJ5YW5pX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1hd_y49yn?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:35,
Social Kitchen -Udupi!,restaurant,Palakkad,"opp. SREE NEERATTU GANAPATHY TEMPLE, near VICTORIA COLLEGE, Vinayaka colony, Palakkad, Kerala 678001",073561 16633,,4.3,,"https://www.google.com/maps/place/Social+Kitchen+-Udupi!/@10.7501192,76.5070305,12z/data=!4m10!1m2!2m1!1srestaurant+in+Palakkad,+Kerala!3m6!1s0x3ba86f97095f1a99:0xd5d9af3117525f08!8m2!3d10.7842322!4d76.6540018!15sCh5yZXN0YXVyYW50IGluIFBhbGFra2FkLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiBwYWxha2thZCBrZXJhbGGSARV2ZWdldGFyaWFuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11qn5dbgnp?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:35,
new malabar restaurant,restaurant,Palakkad,"bus stand, stadium, Palakkad - Coimbatore Rd, Mankavu, Palakkad, Kerala 678001",0491 254 7993,https://malabarrestaurant.co.in/,3.8,,"https://www.google.com/maps/place/new+malabar+restaurant/@10.7501192,76.5070305,12z/data=!4m10!1m2!2m1!1srestaurant+in+Palakkad,+Kerala!3m6!1s0x3ba86de744c960f9:0x9e3f5fdf845a3f79!8m2!3d10.7735454!4d76.6639696!15sCh5yZXN0YXVyYW50IGluIFBhbGFra2FkLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiBwYWxha2thZCBrZXJhbGGSARFrZXJhbGFfcmVzdGF1cmFudOABAA!16s%2Fg%2F1td0wxnx?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:35,
Sharief Bhai Biryani Palakkad,restaurant,Palakkad,"Coimbatore Rd White House Kunnathuremdu, Palakkad - Coimbatore Rd, Selvapalayam, Palakkad, Kerala 678013",080957 52222,https://www.shariefbhai.com/,4.6,,"https://www.google.com/maps/place/Sharief+Bhai+Biryani+Palakkad/@10.7501192,76.5070305,12z/data=!4m10!1m2!2m1!1srestaurant+in+Palakkad,+Kerala!3m6!1s0x3ba86ddbbd55ff9f:0xc59a9daafa4486d3!8m2!3d10.765778!4d76.659583!15sCh5yZXN0YXVyYW50IGluIFBhbGFra2FkLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiBwYWxha2thZCBrZXJhbGGSARJiaXJ5YW5pX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11lyw0hp91?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:35,
Grand Sagar Restaurant,restaurant,Palakkad,"QMP3+XH5, Sekharipuram, Kalpathy, Palakkad, Kerala 678010",,,4.4,,"https://www.google.com/maps/place/Grand+Sagar+Restaurant/@10.7501192,76.5070305,12z/data=!4m10!1m2!2m1!1srestaurant+in+Palakkad,+Kerala!3m6!1s0x3ba86f0037111083:0x6071cbe98bd3a3fd!8m2!3d10.7875992!4d76.6541859!15sCh5yZXN0YXVyYW50IGluIFBhbGFra2FkLCBLZXJhbGFaHyIdcmVzdGF1cmFudCBpbiBwYWxha2thZCBrZXJhbGGSARFpbmRpYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11xgg50t3d?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D",2026-05-09 17:35,
